"11226:鳩ケ谷市","ハトガヤシ"
"43201:熊本市","クマモトシ"
"43202:八代市","ヤツシロシ"
"43203:人吉市","ヒトヨシシ"
"43204:荒尾市","アラオシ"
"43205:水俣市","ミナマタシ"
"43206:玉名市","タマナシ"
"43208:山鹿市","ヤマガシ"
"43210:菊池市","キクチシ"
"43211:宇土市","ウトシ"
"43212:上天草市","カミアマクサシ"
"43213:宇城市","ウキシ"
"43214:阿蘇市","アソシ"
"43215:天草市","アマクサシ"
"43216:合志市","コウシシ"
"43348:下益城郡美里町","シモマシキグンミサトマチ"
"43364:玉名郡玉東町","タマナグンギョクトウマチ"
"43367:玉名郡南関町","タマナグンナンカンマチ"
"43368:玉名郡長洲町","タマナグンナガスマチ"
"43369:玉名郡和水町","タマナグンナゴミマチ"
"43403:菊池郡大津町","キクチグンオオヅマチ"
"43404:菊池郡菊陽町","キクチグンキクヨウマチ"
"43423:阿蘇郡南小国町","アソグンミナミオグニマチ"
"43424:阿蘇郡小国町","アソグンオグニマチ"
"43425:阿蘇郡産山村","アソグンウブヤマムラ"
"43428:阿蘇郡高森町","アソグンタカモリマチ"
"43432:阿蘇郡西原村","アソグンニシハラムラ"
"43433:阿蘇郡南阿蘇村","アソグンミナミアソムラ"
"43441:上益城郡御船町","カミマシキグンミフネマチ"
"43442:上益城郡嘉島町","カミマシキグンカシママチ"
"43443:上益城郡益城町","カミマシキグンマシキマチ"
"43444:上益城郡甲佐町","カミマシキグンコウサマチ"
"43447:上益城郡山都町","カミマシキグンヤマトチョウ"
"43468:八代郡氷川町","ヤツシログンヒカワチョウ"
"43482:葦北郡芦北町","アシキタグンアシキタマチ"
"43484:葦北郡津奈木町","アシキタグンツナギマチ"
"43501:球磨郡錦町","クマグンニシキマチ"
"43505:球磨郡多良木町","クマグンタラギマチ"
"43506:球磨郡湯前町","クマグンユノマエマチ"
"43507:球磨郡水上村","クマグンミズカミムラ"
"43510:球磨郡相良村","クマグンサガラムラ"
"43511:球磨郡五木村","クマグンイツキムラ"
"43512:球磨郡山江村","クマグンヤマエムラ"
"43513:球磨郡球磨村","クマグンクマムラ"
"43514:球磨郡あさぎり町","クマグンアサギリチョウ"
"43531:天草郡苓北町","アマクサグンレイホクマチ"
"44201:大分市","オオイタシ"
"44202:別府市","ベップシ"
"44203:中津市","ナカツシ"
"44204:日田市","ヒタシ"
"44205:佐伯市","サイキシ"
"44206:臼杵市","ウスキシ"
"44207:津久見市","ツクミシ"
"44208:竹田市","タケタシ"
"44209:豊後高田市","ブンゴタカダシ"
"44210:杵築市","キツキシ"
"44211:宇佐市","ウサシ"
"44212:豊後大野市","ブンゴオオノシ"
"44213:由布市","ユフシ"
"44214:国東市","クニサキシ"
"44322:東国東郡姫島村","ヒガシクニサキグンヒメシマムラ"
"44341:速見郡日出町","ハヤミグンヒジマチ"
"44461:玖珠郡九重町","クスグンココノエマチ"
"44462:玖珠郡玖珠町","クスグンクスマチ"
"45201:宮崎市","ミヤザキシ"
"45202:都城市","ミヤコノジョウシ"
"45203:延岡市","ノベオカシ"
"45204:日南市","ニチナンシ"
"45205:小林市","コバヤシシ"
"45206:日向市","ヒュウガシ"
"45207:串間市","クシマシ"
"45208:西都市","サイトシ"
"45209:えびの市","エビノシ"
"45341:北諸県郡三股町","キタモロカタグンミマタチョウ"
"45361:西諸県郡高原町","ニシモロカタグンタカハルチョウ"
"45382:東諸県郡国富町","ヒガシモロカタグンクニトミチョウ"
"45383:東諸県郡綾町","ヒガシモロカタグンアヤチョウ"
"45401:児湯郡高鍋町","コユグンタカナベチョウ"
"45402:児湯郡新富町","コユグンシントミチョウ"
"45403:児湯郡西米良村","コユグンニシメラソン"
"45404:児湯郡木城町","コユグンキジョウチョウ"
"45405:児湯郡川南町","コユグンカワミナミチョウ"
"45406:児湯郡都農町","コユグンツノチョウ"
"45421:東臼杵郡門川町","ヒガシウスキグンカドガワチョウ"
"45429:東臼杵郡諸塚村","ヒガシウスキグンモロツカソン"
"45430:東臼杵郡椎葉村","ヒガシウスキグンシイバソン"
"45431:東臼杵郡美郷町","ヒガシウスキグンミサトチョウ"
"45441:西臼杵郡高千穂町","ニシウスキグンタカチホチョウ"
"45442:西臼杵郡日之影町","ニシウスキグンヒノカゲチョウ"
"45443:西臼杵郡五ヶ瀬町","ニシウスキグンゴカセチョウ"
"46201:鹿児島市","カゴシマシ"
"46203:鹿屋市","カノヤシ"
"46204:枕崎市","マクラザキシ"
"46206:阿久根市","アクネシ"
"46208:出水市","イズミシ"
"46210:指宿市","イブスキシ"
"46213:西之表市","ニシノオモテシ"
"46214:垂水市","タルミズシ"
"46215:薩摩川内市","サツマセンダイシ"
"46216:日置市","ヒオキシ"
"46217:曽於市","ソオシ"
"46218:霧島市","キリシマシ"
"46219:いちき串木野市","イチキクシキノシ"
"46220:南さつま市","ミナミサツマシ"
"46221:志布志市","シブシシ"
"46222:奄美市","アマミシ"
"46223:南九州市","ミナミキュウシュウシ"
"46224:伊佐市","イサシ"
"46225:姶良市","アイラシ"
"46303:鹿児島郡三島村","カゴシマグンミシマムラ"
"46304:鹿児島郡十島村","カゴシマグントシマムラ"
"46392:薩摩郡さつま町","サツマグンサツマチョウ"
"46404:出水郡長島町","イズミグンナガシマチョウ"
"46452:姶良郡湧水町","アイラグンユウスイチョウ"
"46468:曽於郡大崎町","ソオグンオオサキチョウ"
"46482:肝属郡東串良町","キモツキグンヒガシクシラチョウ"
"46490:肝属郡錦江町","キモツキグンキンコウチョウ"
"46491:肝属郡南大隅町","キモツキグンミナミオオスミチョウ"
"46492:肝属郡肝付町","キモツキグンキモツキチョウ"
"46501:熊毛郡中種子町","クマゲグンナカタネチョウ"
"46502:熊毛郡南種子町","クマゲグンミナミタネチョウ"
"46505:熊毛郡屋久島町","クマゲグンヤクシマチョウ"
"46523:大島郡大和村","オオシマグンヤマトソン"
"46524:大島郡宇検村","オオシマグンウケンソン"
"46525:大島郡瀬戸内町","オオシマグンセトウチチョウ"
"46527:大島郡龍郷町","オオシマグンタツゴウチョウ"
"46529:大島郡喜界町","オオシマグンキカイチョウ"
"46530:大島郡徳之島町","オオシマグントクノシマチョウ"
"46531:大島郡天城町","オオシマグンアマギチョウ"
"46532:大島郡伊仙町","オオシマグンイセンチョウ"
"46533:大島郡和泊町","オオシマグンワドマリチョウ"
"46534:大島郡知名町","オオシマグンチナチョウ"
"46535:大島郡与論町","オオシマグンヨロンチョウ"
"47201:那覇市","ナハシ"
"47205:宜野湾市","ギノワンシ"
"47207:石垣市","イシガキシ"
"47208:浦添市","ウラソエシ"
"47209:名護市","ナゴシ"
"47210:糸満市","イトマンシ"
"47211:沖縄市","オキナワシ"
"47212:豊見城市","トミグスクシ"
"47213:うるま市","ウルマシ"
"47214:宮古島市","ミヤコジマシ"
"47215:南城市","ナンジョウシ"
"47301:国頭郡国頭村","クニガミグンクニガミソン"
"47302:国頭郡大宜味村","クニガミグンオオギミソン"
"47303:国頭郡東村","クニガミグンヒガシソン"
"47306:国頭郡今帰仁村","クニガミグンナキジンソン"
"47308:国頭郡本部町","クニガミグンモトブチョウ"
"47311:国頭郡恩納村","クニガミグンオンナソン"
"47313:国頭郡宜野座村","クニガミグンギノザソン"
"47314:国頭郡金武町","クニガミグンキンチョウ"
"47315:国頭郡伊江村","クニガミグンイエソン"
"47324:中頭郡読谷村","ナカガミグンヨミタンソン"
"47325:中頭郡嘉手納町","ナカガミグンカデナチョウ"
"47326:中頭郡北谷町","ナカガミグンチャタンチョウ"
"47327:中頭郡北中城村","ナカガミグンキタナカグスクソン"
"47328:中頭郡中城村","ナカガミグンナカグスクソン"
"47329:中頭郡西原町","ナカガミグンニシハラチョウ"
"47348:島尻郡与那原町","シマジリグンヨナバルチョウ"
"47350:島尻郡南風原町","シマジリグンハエバルチョウ"
"47353:島尻郡渡嘉敷村","シマジリグントカシキソン"
"47354:島尻郡座間味村","シマジリグンザマミソン"
"47355:島尻郡粟国村","シマジリグンアグニソン"
"47356:島尻郡渡名喜村","シマジリグントナキソン"
"47357:島尻郡南大東村","シマジリグンミナミダイトウソン"
"47358:島尻郡北大東村","シマジリグンキタダイトウソン"
"47359:島尻郡伊平屋村","シマジリグンイヘヤソン"
"47360:島尻郡伊是名村","シマジリグンイゼナソン"
"47361:島尻郡久米島町","シマジリグンクメジマチョウ"
"47362:島尻郡八重瀬町","シマジリグンヤエセチョウ"
"47375:宮古郡多良間村","ミヤコグンタラマソン"
"47381:八重山郡竹富町","ヤエヤマグンタケトミチョウ"
"47382:八重山郡与那国町","ヤエヤマグンヨナグニチョウ"
"17212:野々市市","ノノイチシ"
"23238:長久手市","ナガクテシ"
"43101:熊本市中央区","クマモトシチュウオウク"
"43102:熊本市東区","クマモトシヒガシク"
"43103:熊本市西区","クマモトシニシク"
"43104:熊本市南区","クマモトシミナミク"
"43105:熊本市北区","クマモトシキタク"
"11246:白岡市","シラオカシ"
"12239:大網白里市","オオアミシラサトシ"
